biological_process_id,biological_process_name,associated_gene_wb_ids,count,splits
GO:0016579,protein deubiquitination,"WBGene00000874,WBGene00001110,WBGene00001112,WBGene00006446,WBGene00006724,WBGene00006856,WBGene00007718,WBGene00007943,WBGene00008441,WBGene00008547,WBGene00009267,WBGene00009594,WBGene00010406,WBGene00010502,WBGene00010702,WBGene00011216,WBGene00011507,WBGene00011980,WBGene00013506,WBGene00015422,WBGene00017280,WBGene00018030,WBGene00019122,WBGene00019190,WBGene00019259,WBGene00020695,WBGene00020839,WBGene00022052,WBGene00022190",29,none
GO:0016598,protein arginylation,WBGene00010615,1,none
GO:0016601,Rac protein signal transduction,"WBGene00000424,WBGene00004287,WBGene00006805,WBGene00022177",4,none
GO:0016907,G protein-coupled acetylcholine receptor activity,"WBGene00001517,WBGene00001518,WBGene00001519,WBGene00001648",4,none
GO:0016925,protein sumoylation,"WBGene00000142,WBGene00001574,WBGene00004888,WBGene00006700,WBGene00006706,WBGene00006739,WBGene00011259,WBGene00022881",8,none
GO:0016926,protein desumoylation,"WBGene00006736,WBGene00006737,WBGene00006739,WBGene00006740",4,none
GO:0016973,poly(A)+ mRNA export from nucleus,"WBGene00003799,WBGene00003801,WBGene00003834,WBGene00003835,WBGene00003836,WBGene00008729,WBGene00011580,WBGene00016171,WBGene00021813",9,none
GO:0016992,lipoate synthase activity,WBGene00010809,1,none
GO:0016998,cell wall macromolecule catabolic process,"WBGene00003093,WBGene00003094,WBGene00003095,WBGene00007425,WBGene00011196,WBGene00012057,WBGene00020270",7,none
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,WBGene00004769,1,none
GO:0017056,structural constituent of nuclear pore,"WBGene00003787,WBGene00003788,WBGene00003789,WBGene00003790,WBGene00003791,WBGene00003792,WBGene00003793,WBGene00003794,WBGene00003796,WBGene00003797,WBGene00003799,WBGene00003800,WBGene00003801,WBGene00003805,WBGene00013543,WBGene00019940",16,none
GO:0017085,response to insecticide,WBGene00006249,1,none
GO:0017108,5'-flap endonuclease activity,"WBGene00000794,WBGene00001016,WBGene00009731,WBGene00015310,WBGene00018909,WBGene00020442",6,none
GO:0017121,plasma membrane phospholipid scrambling,"WBGene00008681,WBGene00009753,WBGene00011935,WBGene00013052,WBGene00014200,WBGene00015437,WBGene00019530,WBGene00019531",8,none
GO:0017126,nucleologenesis,"WBGene00001423,WBGene00003559",2,none
GO:0017128,phospholipid scramblase activity,"WBGene00000422,WBGene00008681,WBGene00009753,WBGene00011935,WBGene00013052,WBGene00014200,WBGene00015437,WBGene00019530,WBGene00019531",9,none
GO:0017148,negative regulation of translation,"WBGene00000479,WBGene00001401,WBGene00001402,WBGene00001482,WBGene00001595,WBGene00002845,WBGene00003026,WBGene00003229,WBGene00003559,WBGene00003783,WBGene00003784,WBGene00003864,WBGene00003865,WBGene00003970,WBGene00004132,WBGene00004242,WBGene00004245,WBGene00004428,WBGene00006331,WBGene00008769,WBGene00012586,WBGene00016011,WBGene00016139,WBGene00019677,WBGene00021697,WBGene00022538",26,none
GO:0017150,tRNA dihydrouridine synthase activity,"WBGene00009452,WBGene00013201,WBGene00016674,WBGene00021377",4,none
GO:0017154,semaphorin receptor activity,"WBGene00002243,WBGene00004047,WBGene00004048",3,none
GO:0017156,calcium-ion regulated exocytosis,WBGene00016965,1,none
GO:0017157,regulation of exocytosis,"WBGene00004285,WBGene00004775,WBGene00004912,WBGene00006374,WBGene00015956",5,none
GO:0017158,regulation of calcium ion-dependent exocytosis,"WBGene00004921,WBGene00004922,WBGene00004923,WBGene00004924,WBGene00004925,WBGene00004926,WBGene00006306,WBGene00008438,WBGene00011682,WBGene00018468,WBGene00020861",11,none
GO:0017183,protein histidyl modification to diphthamide,"WBGene00007194,WBGene00007488,WBGene00007576,WBGene00010484,WBGene00012806,WBGene00017087",6,none
GO:0017196,N-terminal peptidyl-methionine acetylation,"WBGene00015074,WBGene00020719",2,none
GO:0018021,peptidyl-histidine methylation,WBGene00022173,1,none
GO:0018022,peptidyl-lysine methylation,"WBGene00017919,WBGene00043057",2,none
GO:0018023,peptidyl-lysine trimethylation,WBGene00012658,1,none
GO:0018095,protein polyglutamylation,"WBGene00001117,WBGene00014232,WBGene00019230",3,none
GO:0018105,peptidyl-serine phosphorylation,"WBGene00002191,WBGene00004055,WBGene00006599,WBGene00017472",4,none
GO:0018108,peptidyl-tyrosine phosphorylation,"WBGene00003150,WBGene00017381,WBGene00020504",3,none
GO:0018126,protein hydroxylation,WBGene00015915,1,none
GO:0018193,peptidyl-amino acid modification,WBGene00010703,1,none
GO:0018216,peptidyl-arginine methylation,"WBGene00011939,WBGene00012298,WBGene00013766,WBGene00016408",4,none
GO:0018243,protein O-linked glycosylation via threonine,"WBGene00001628,WBGene00001629,WBGene00001630",3,none
GO:0018279,protein N-linked glycosylation via asparagine,"WBGene00009178,WBGene00011638,WBGene00018604,WBGene00020437,WBGene00020683,WBGene00022793",6,none
GO:0018283,iron incorporation into metallo-sulfur cluster,WBGene00001486,1,none
GO:0018293,protein-FAD linkage,WBGene00013269,1,none
GO:0018342,protein prenylation,"WBGene00019778,WBGene00019823",2,none
GO:0018344,protein geranylgeranylation,"WBGene00015099,WBGene00022051",2,none
GO:0018395,peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine,WBGene00004205,1,none
GO:0018406,protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan,WBGene00001078,1,none
GO:0018985,pronuclear envelope synthesis,WBGene00002363,1,none
GO:0018991,egg-laying behavior,"WBGene00000084,WBGene00000086,WBGene00000148,WBGene00000238,WBGene00000239,WBGene00000248,WBGene00000249,WBGene00000435,WBGene00000500,WBGene00000894,WBGene00000900,WBGene00000904,WBGene00000910,WBGene00001159,WBGene00001171,WBGene00001184,WBGene00001193,WBGene00001194,WBGene00001198,WBGene00001209,WBGene00001211,WBGene00001377,WBGene00001395,WBGene00001580,WBGene00001824,WBGene00001852,WBGene00001958,WBGene00002219,WBGene00002245,WBGene00002990,WBGene00002991,WBGene00002992,WBGene00002993,WBGene00002996,WBGene00003000,WBGene00003001,WBGene00003040,WBGene00003136,WBGene00003243,WBGene00003822,WBGene00003964,WBGene00004092,WBGene00004457,WBGene00004769,WBGene00004776,WBGene00004806,WBGene00005019,WBGene00005020,WBGene00005021,WBGene00005022,WBGene00005023,WBGene00005024,WBGene00005025,WBGene00005026,WBGene00006364,WBGene00006585,WBGene00006747,WBGene00006755,WBGene00006767,WBGene00006772,WBGene00006775,WBGene00006781,WBGene00006788,WBGene00006789,WBGene00006793,WBGene00006805,WBGene00006806,WBGene00006815,WBGene00006816,WBGene00006817,WBGene00006874,WBGene00008405,WBGene00008806,WBGene00010630,WBGene00015216,WBGene00017136,WBGene00017683,WBGene00018995,WBGene00020187,WBGene00020316,WBGene00021113,WBGene00022702",82,none
GO:0018992,germ-line sex determination,"WBGene00001481,WBGene00001597,WBGene00003222,WBGene00006605,WBGene00006965",5,none
GO:0018996,"molting cycle, collagen and cuticulin-based cuticle","WBGene00000902,WBGene00001089,WBGene00001707,WBGene00001828,WBGene00002285,WBGene00002891,WBGene00003312,WBGene00003535,WBGene00003536,WBGene00003537,WBGene00003538,WBGene00003539,WBGene00003540,WBGene00003541,WBGene00003543,WBGene00003544,WBGene00003545,WBGene00003546,WBGene00003547,WBGene00003549,WBGene00003550,WBGene00003551,WBGene00003552,WBGene00003553,WBGene00003554,WBGene00003622,WBGene00003623,WBGene00003915,WBGene00004134,WBGene00004208,WBGene00004210,WBGene00004216,WBGene00004217,WBGene00004218,WBGene00004219,WBGene00004220,WBGene00004221,WBGene00004222,WBGene00004223,WBGene00004224,WBGene00004225,WBGene00004226,WBGene00004227,WBGene00004228,WBGene00004229,WBGene00004230,WBGene00004231,WBGene00004232,WBGene00004233,WBGene00004234,WBGene00004235,WBGene00004236,WBGene00004237,WBGene00004238,WBGene00004254,WBGene00004264,WBGene00004315,WBGene00004377,WBGene00004381,WBGene00006591,WBGene00006592,WBGene00006831,WBGene00009133,WBGene00009653,WBGene00009926,WBGene00012644,WBGene00016422,WBGene00017161",68,none
GO:0019075,virus maturation,WBGene00015508,1,none
GO:0019098,reproductive behavior,"WBGene00008331,WBGene00008405,WBGene00010630,WBGene00014232,WBGene00019230,WBGene00044187",6,none
GO:0019099,female germ-line sex determination,"WBGene00006604,WBGene00006606",2,none
GO:0019100,male germ-line sex determination,"WBGene00000837,WBGene00001411,WBGene00001438",3,none
GO:0019101,female somatic sex determination,WBGene00006604,1,none
GO:0019102,male somatic sex determination,"WBGene00000837,WBGene00001411,WBGene00001413",3,none
GO:0019172,glyoxalase III activity,"WBGene00015184,WBGene00016789",2,none
GO:0019216,regulation of lipid metabolic process,"WBGene00000936,WBGene00003480,WBGene00003639,WBGene00009998,WBGene00012890,WBGene00016754,WBGene00019274",7,none
GO:0019217,regulation of fatty acid metabolic process,"WBGene00003639,WBGene00007016",2,none
GO:0019221,cytokine-mediated signaling pathway,"WBGene00002915,WBGene00004029",2,none
GO:0019222,regulation of metabolic process,WBGene00004457,1,none
GO:0019226,transmission of nerve impulse,"WBGene00007670,WBGene00017400",2,none
GO:0019230,proprioception,"WBGene00021778,WBGene00022392",2,none
GO:0019236,response to pheromone,"WBGene00000907,WBGene00000991,WBGene00007595,WBGene00011441,WBGene00013284,WBGene00015354",6,none
GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,WBGene00012459,1,none
GO:0019249,lactate biosynthetic process,"WBGene00015184,WBGene00016789",2,none
GO:0019254,"carnitine metabolic process, CoA-linked",WBGene00007175,1,none
GO:0019262,N-acetylneuraminate catabolic process,WBGene00011399,1,none
GO:0019264,glycine biosynthetic process from serine,WBGene00003214,1,none
GO:0019265,"glycine biosynthetic process, by transamination of glyoxylate",WBGene00011767,1,none
GO:0019284,L-methionine salvage from S-adenosylmethionine,"WBGene00007236,WBGene00010286,WBGene00013870",3,none
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway","WBGene00009335,WBGene00012984,WBGene00021534",3,none
GO:0019293,"tyrosine biosynthetic process, by oxidation of phenylalanine",WBGene00000240,1,none
GO:0019303,D-ribose catabolic process,WBGene00008548,1,none
GO:0019310,inositol catabolic process,WBGene00016920,1,none
GO:0019318,hexose metabolic process,"WBGene00008780,WBGene00010416,WBGene00015270,WBGene00022306,WBGene00044734",5,none
GO:0019343,cysteine biosynthetic process via cystathionine,"WBGene00009048,WBGene00022856",2,none
GO:0019344,cysteine biosynthetic process,"WBGene00007533,WBGene00007653,WBGene00008490,WBGene00008732,WBGene00009048,WBGene00010759,WBGene00013866,WBGene00018783,WBGene00019094,WBGene00019096,WBGene00019962,WBGene00020797,WBGene00022856",13,none
GO:0019346,transsulfuration,"WBGene00007533,WBGene00009048,WBGene00022856",3,none
GO:0019348,dolichol metabolic process,WBGene00007102,1,none
GO:0019363,pyridine nucleotide biosynthetic process,"WBGene00009176,WBGene00010595,WBGene00011089,WBGene00012295,WBGene00013336,WBGene00015802,WBGene00021395,WBGene00021882",8,none
GO:0019367,"fatty acid elongation, saturated fatty acid","WBGene00001239,WBGene00001240,WBGene00001241,WBGene00001242,WBGene00001243,WBGene00001244,WBGene00001245,WBGene00001246,WBGene00001247",9,none
GO:0019369,arachidonate metabolic process,"WBGene00018364,WBGene00022233",2,none
GO:0019388,galactose catabolic process,"WBGene00011832,WBGene00019225",2,none
GO:0019395,fatty acid oxidation,WBGene00016610,1,none
GO:0019408,dolichol biosynthetic process,"WBGene00007102,WBGene00009505",2,none
GO:0019427,acetyl-CoA biosynthetic process from acetate,WBGene00007969,1,none
GO:0019430,removal of superoxide radicals,"WBGene00004930,WBGene00004931,WBGene00004932,WBGene00004933,WBGene00006434,WBGene00007036",6,none
GO:0019432,triglyceride biosynthetic process,"WBGene00010296,WBGene00010408,WBGene00010425,WBGene00017261,WBGene00019464,WBGene00020910,WBGene00021818",7,none
GO:0019433,triglyceride catabolic process,"WBGene00008370,WBGene00015241,WBGene00015484,WBGene00016704,WBGene00019376,WBGene00022642",6,none
GO:0019441,L-tryptophan catabolic process to kynurenine,"WBGene00012866,WBGene00015802,WBGene00016201,WBGene00017051",4,none
GO:0019442,L-tryptophan catabolic process to acetyl-CoA,WBGene00016201,1,none
GO:0019448,L-cysteine catabolic process,WBGene00018986,1,none
GO:0019464,glycine decarboxylation via glycine cleavage system,"WBGene00008354,WBGene00009918,WBGene00020022",3,none
GO:0019478,D-amino acid catabolic process,"WBGene00008127,WBGene00017565,WBGene00017648,WBGene00022076",4,none
GO:0019481,"L-alanine catabolic process, by transamination",WBGene00020382,1,none
GO:0019483,beta-alanine biosynthetic process,WBGene00016103,1,none
GO:0019509,L-methionine salvage from methylthioadenosine,"WBGene00007236,WBGene00009636,WBGene00010286,WBGene00013870,WBGene00015064",5,none
GO:0019510,S-adenosylhomocysteine catabolic process,WBGene00019322,1,none
GO:0019521,D-gluconate metabolic process,WBGene00012015,1,none
GO:0019531,oxalate transmembrane transporter activity,"WBGene00010788,WBGene00010789,WBGene00012259,WBGene00013963,WBGene00016945,WBGene00017464,WBGene00018283,WBGene00020914",8,none
GO:0019532,oxalate transport,"WBGene00010788,WBGene00010789,WBGene00012259,WBGene00013963,WBGene00016945,WBGene00017464,WBGene00018283",7,none
GO:0019538,protein metabolic process,"WBGene00001824,WBGene00002249,WBGene00002250,WBGene00003026,WBGene00004798",5,none
GO:0019543,propionate catabolic process,"WBGene00003609,WBGene00003658,WBGene00011232,WBGene00019151,WBGene00021043",5,none
GO:0019544,arginine catabolic process to glutamate,WBGene00015814,1,none
GO:0019547,arginine catabolic process to ornithine,WBGene00020658,1,none
GO:0019552,glutamate catabolic process via 2-hydroxyglutarate,WBGene00012608,1,none
GO:0019556,L-histidine catabolic process to glutamate and formamide,"WBGene00009813,WBGene00013103,WBGene00020436",3,none
GO:0019557,L-histidine catabolic process to glutamate and formate,"WBGene00009813,WBGene00013103,WBGene00020436",3,none
GO:0019563,glycerol catabolic process,"WBGene00006601,WBGene00012031,WBGene00020007,WBGene00020962",4,none
GO:0019637,organophosphate metabolic process,"WBGene00012031,WBGene00013049",2,none
GO:0019646,aerobic electron transport chain,WBGene00010962,1,none
GO:0019673,GDP-mannose metabolic process,"WBGene00000266,WBGene00010166",2,none
GO:0019674,NAD metabolic process,"WBGene00011089,WBGene00012463,WBGene00022307",3,none
GO:0019676,ammonia assimilation cycle,WBGene00012326,1,none
GO:0019677,NAD catabolic process,"WBGene00003586,WBGene00006575",2,none
GO:0019678,"propionate metabolic process, methylmalonyl pathway",WBGene00014202,1,none
GO:0019693,ribose phosphate metabolic process,"WBGene00003579,WBGene00003581,WBGene00008238",3,none
GO:0019695,choline metabolic process,"WBGene00000035,WBGene00000036,WBGene00000037",3,none
GO:0019722,calcium-mediated signaling,"WBGene00000518,WBGene00000846,WBGene00001536,WBGene00002138,WBGene00002173,WBGene00003516,WBGene00004321,WBGene00004776,WBGene00005934,WBGene00006526,WBGene00006527,WBGene00006798,WBGene00006801",13,none
GO:0019725,cellular homeostasis,"WBGene00013591,WBGene00019544",2,none
GO:0019748,secondary metabolic process,WBGene00022104,1,none
GO:0019752,carboxylic acid metabolic process,"WBGene00000239,WBGene00001564,WBGene00001839,WBGene00002262,WBGene00003162,WBGene00004981,WBGene00006409,WBGene00006418,WBGene00006562,WBGene00006762,WBGene00015467,WBGene00018491,WBGene00022427",13,none
GO:0019805,quinolinate biosynthetic process,"WBGene00010595,WBGene00011089,WBGene00015802",3,none
GO:0019827,stem cell population maintenance,"WBGene00000272,WBGene00001249",2,none
GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,"WBGene00000834,WBGene00007514,WBGene00012341,WBGene00019493,WBGene00022010",5,none
GO:0019856,pyrimidine nucleobase biosynthetic process,"WBGene00004259,WBGene00011559,WBGene00012316,WBGene00020036",4,none
GO:0019859,thymine metabolic process,WBGene00000114,1,none
GO:0019860,uracil metabolic process,WBGene00022817,1,none
GO:0019878,lysine biosynthetic process via aminoadipic acid,"WBGene00012142,WBGene00019819,WBGene00020215",3,none
GO:0019915,lipid storage,"WBGene00000164,WBGene00000371,WBGene00001153,WBGene00003061,WBGene00003062,WBGene00003063,WBGene00003064,WBGene00003065,WBGene00003119,WBGene00003730,WBGene00003858,WBGene00003877,WBGene00003996,WBGene00006600,WBGene00008670,WBGene00008693,WBGene00009140,WBGene00009818,WBGene00010425,WBGene00011083,WBGene00016655,WBGene00019808,WBGene00020596,WBGene00044094",24,none
GO:0019933,cAMP-mediated signaling,"WBGene00000070,WBGene00000294,WBGene00008443,WBGene00011146,WBGene00011433,WBGene00015975,WBGene00016328,WBGene00020114,WBGene00022389",9,none
GO:0019934,cGMP-mediated signaling,"WBGene00001552,WBGene00001554,WBGene00001555,WBGene00001556,WBGene00001557,WBGene00011146",6,none
GO:0019941,modification-dependent protein catabolic process,"WBGene00003587,WBGene00006725,WBGene00006727,WBGene00006728,WBGene00015842,WBGene00015852,WBGene00015853,WBGene00017459,WBGene00018659,WBGene00018660,WBGene00195070",11,none
GO:0019953,sexual reproduction,"WBGene00002251,WBGene00003055,WBGene00004742,WBGene00004985,WBGene00006498,WBGene00006886,WBGene00007397,WBGene00007398,WBGene00008027,WBGene00008028,WBGene00008029,WBGene00008030,WBGene00008575,WBGene00008604,WBGene00008625,WBGene00009163,WBGene00009890,WBGene00009891,WBGene00009892,WBGene00009895,WBGene00009896,WBGene00010192,WBGene00011462,WBGene00011724,WBGene00011841,WBGene00012816,WBGene00013971,WBGene00013972,WBGene00015246,WBGene00015648,WBGene00016821,WBGene00017055,WBGene00017183,WBGene00019049,WBGene00019178,WBGene00019179,WBGene00021780,WBGene00022638",38,none
GO:0019985,translesion synthesis,"WBGene00003955,WBGene00017696,WBGene00021344",3,none
GO:0021675,nerve development,"WBGene00000961,WBGene00018943",2,none
GO:0021780,glial cell fate specification,WBGene00003018,1,none
GO:0021782,glial cell development,WBGene00000448,1,none
GO:0022008,neurogenesis,"WBGene00000095,WBGene00001185,WBGene00002881,WBGene00006415,WBGene00006788,WBGene00011281,WBGene00018364",7,none
GO:0022401,negative adaptation of signaling pathway,"WBGene00000078,WBGene00003854,WBGene00003889,WBGene00006654",4,none
GO:0022404,molting cycle process,"WBGene00003015,WBGene00003107",2,none
GO:0022409,positive regulation of cell-cell adhesion,WBGene00006406,1,none
GO:0022414,reproductive process,"WBGene00000156,WBGene00000240,WBGene00000536,WBGene00000817,WBGene00000836,WBGene00000898,WBGene00000939,WBGene00001049,WBGene00001137,WBGene00001145,WBGene00001240,WBGene00001328,WBGene00001394,WBGene00001653,WBGene00001869,WBGene00001949,WBGene00001958,WBGene00001995,WBGene00001996,WBGene00002074,WBGene00002075,WBGene00002187,WBGene00002210,WBGene00002324,WBGene00002335,WBGene00002572,WBGene00002990,WBGene00002994,WBGene00002998,WBGene00003002,WBGene00003012,WBGene00003020,WBGene00003030,WBGene00003055,WBGene00003156,WBGene00003247,WBGene00003418,WBGene00003499,WBGene00003582,WBGene00003730,WBGene00003787,WBGene00003858,WBGene00003877,WBGene00003920,WBGene00003992,WBGene00004010,WBGene00004178,WBGene00004203,WBGene00004272,WBGene00004291,WBGene00004293,WBGene00004295,WBGene00004458,WBGene00004860,WBGene00005019,WBGene00005020,WBGene00005021,WBGene00005022,WBGene00005023,WBGene00005024,WBGene00005025,WBGene00005026,WBGene00006376,WBGene00006523,WBGene00006831,WBGene00006843,WBGene00006932,WBGene00006961,WBGene00007028,WBGene00007396,WBGene00008684,WBGene00009498,WBGene00010492,WBGene00010734,WBGene00011904,WBGene00012904,WBGene00014015,WBGene00015943,WBGene00017696,WBGene00017895,WBGene00017951,WBGene00018721,WBGene00019983,WBGene00020187,WBGene00020496,WBGene00021113,WBGene00021910,WBGene00021929",88,none
GO:0022600,digestive system process,WBGene00015216,1,none
GO:0022603,regulation of anatomical structure morphogenesis,WBGene00004769,1,none
GO:0022604,regulation of cell morphogenesis,"WBGene00000900,WBGene00000936,WBGene00004860,WBGene00005021,WBGene00010453,WBGene00021698",6,none
GO:0022607,cellular component assembly,"WBGene00006754,WBGene00019064",2,none
GO:0022615,protein to membrane docking,WBGene00007490,1,none
GO:0022618,protein-RNA complex assembly,"WBGene00004452,WBGene00021655",2,none
GO:0022834,ligand-gated channel activity,WBGene00007203,1,none
GO:0022841,potassium ion leak channel activity,"WBGene00001190,WBGene00006318,WBGene00006656,WBGene00006657,WBGene00006658,WBGene00006659,WBGene00006660,WBGene00006661,WBGene00006662,WBGene00006663,WBGene00006664,WBGene00006665,WBGene00006666,WBGene00006667,WBGene00006668,WBGene00006669,WBGene00006670,WBGene00006671,WBGene00006672,WBGene00006673,WBGene00006674,WBGene00006675,WBGene00006676,WBGene00006677,WBGene00006678,WBGene00006679,WBGene00006680,WBGene00006681,WBGene00006682,WBGene00006683,WBGene00006684,WBGene00006685,WBGene00006686,WBGene00006687,WBGene00006688,WBGene00006689,WBGene00006690,WBGene00006691,WBGene00006692,WBGene00006693,WBGene00006694,WBGene00006695,WBGene00006696,WBGene00006792,WBGene00010784,WBGene00015137,WBGene00018002,WBGene00019904",48,none
GO:0022848,acetylcholine-gated monoatomic cation-selective channel activity,"WBGene00000042,WBGene00000043,WBGene00000045,WBGene00000047,WBGene00000048,WBGene00000049,WBGene00000050,WBGene00000051,WBGene00000053,WBGene00000054,WBGene00000055,WBGene00000058,WBGene00000060,WBGene00001133,WBGene00002974,WBGene00002975,WBGene00006765,WBGene00006774,WBGene00006797,WBGene00007903,WBGene00017483,WBGene00017580,WBGene00022283,WBGene00043066",24,none
GO:0022857,transmembrane transporter activity,"WBGene00000002,WBGene00000003,WBGene00000004,WBGene00000005,WBGene00000006,WBGene00000007,WBGene00000008,WBGene00000009,WBGene00000010,WBGene00000295,WBGene00000421,WBGene00000501,WBGene00001135,WBGene00003407,WBGene00003408,WBGene00003410,WBGene00003413,WBGene00003517,WBGene00003518,WBGene00003519,WBGene00003837,WBGene00003842,WBGene00003843,WBGene00003876,WBGene00003877,WBGene00003878,WBGene00003986,WBGene00003987,WBGene00004217,WBGene00004228,WBGene00006220,WBGene00006504,WBGene00006729,WBGene00006756,WBGene00006865,WBGene00007080,WBGene00007138,WBGene00007255,WBGene00007347,WBGene00007394,WBGene00007549,WBGene00007550,WBGene00007669,WBGene00007757,WBGene00007947,WBGene00008000,WBGene00008031,WBGene00008033,WBGene00008084,WBGene00008110,WBGene00008137,WBGene00008214,WBGene00008252,WBGene00008271,WBGene00008273,WBGene00008365,WBGene00008598,WBGene00008647,WBGene00008677,WBGene00008730,WBGene00008793,WBGene00008799,WBGene00008857,WBGene00008923,WBGene00009350,WBGene00009513,WBGene00009574,WBGene00009582,WBGene00009729,WBGene00009811,WBGene00009929,WBGene00010182,WBGene00010279,WBGene00010282,WBGene00010299,WBGene00010340,WBGene00010646,WBGene00010684,WBGene00010698,WBGene00010724,WBGene00010755,WBGene00010758,WBGene00010772,WBGene00010811,WBGene00010834,WBGene00010873,WBGene00010918,WBGene00010931,WBGene00011094,WBGene00011185,WBGene00011260,WBGene00011349,WBGene00011440,WBGene00011456,WBGene00011556,WBGene00011593,WBGene00011595,WBGene00011596,WBGene00011643,WBGene00011688,WBGene00011717,WBGene00011718,WBGene00011719,WBGene00012085,WBGene00012130,WBGene00012170,WBGene00012182,WBGene00012222,WBGene00012280,WBGene00012402,WBGene00012443,WBGene00012536,WBGene00012543,WBGene00012699,WBGene00012716,WBGene00012790,WBGene00012811,WBGene00013073,WBGene00013074,WBGene00013083,WBGene00013088,WBGene00013159,WBGene00013318,WBGene00013353,WBGene00013439,WBGene00013739,WBGene00013996,WBGene00014021,WBGene00014092,WBGene00014097,WBGene00014127,WBGene00015088,WBGene00015131,WBGene00015165,WBGene00015181,WBGene00015186,WBGene00015197,WBGene00015271,WBGene00015272,WBGene00015273,WBGene00015287,WBGene00015333,WBGene00015381,WBGene00015632,WBGene00015676,WBGene00015777,WBGene00015942,WBGene00016003,WBGene00016093,WBGene00016094,WBGene00016095,WBGene00016343,WBGene00016431,WBGene00016586,WBGene00016705,WBGene00016806,WBGene00016879,WBGene00017339,WBGene00017369,WBGene00017382,WBGene00017398,WBGene00017681,WBGene00017747,WBGene00017751,WBGene00017798,WBGene00017861,WBGene00018037,WBGene00018268,WBGene00018429,WBGene00018473,WBGene00018603,WBGene00018706,WBGene00018716,WBGene00018779,WBGene00018860,WBGene00018918,WBGene00018920,WBGene00019018,WBGene00019187,WBGene00019205,WBGene00019207,WBGene00019289,WBGene00019408,WBGene00019547,WBGene00019548,WBGene00019549,WBGene00019550,WBGene00019655,WBGene00019844,WBGene00019869,WBGene00019979,WBGene00020004,WBGene00020157,WBGene00020168,WBGene00020207,WBGene00020340,WBGene00020445,WBGene00020583,WBGene00020584,WBGene00020697,WBGene00020698,WBGene00020699,WBGene00020700,WBGene00020701,WBGene00020798,WBGene00020888,WBGene00020889,WBGene00020906,WBGene00021028,WBGene00021157,WBGene00021158,WBGene00021159,WBGene00021219,WBGene00021220,WBGene00021223,WBGene00021226,WBGene00021227,WBGene00021814,WBGene00021994,WBGene00022014,WBGene00022160,WBGene00022270,WBGene00022348,WBGene00022647,WBGene00022788,WBGene00043980,WBGene00044049,WBGene00044455,WBGene00302978",229,none
GO:0022890,inorganic cation transmembrane transporter activity,WBGene00195248,1,none
GO:0022900,electron transport chain,"WBGene00002855,WBGene00003061,WBGene00007684,WBGene00013532,WBGene00015391,WBGene00016392,WBGene00017121",7,none
GO:0022904,respiratory electron transport chain,"WBGene00000829,WBGene00002855,WBGene00006433,WBGene00007880,WBGene00010962,WBGene00010964,WBGene00012780",7,none
GO:0023019,signal transduction involved in regulation of gene expression,WBGene00003241,1,none
GO:0023041,neuronal signal transduction,"WBGene00004035,WBGene00009844,WBGene00010898,WBGene00011261,WBGene00017066",5,none
GO:0023051,regulation of signaling,"WBGene00002190,WBGene00004829,WBGene00022785",3,none
GO:0023052,signaling,"WBGene00000018,WBGene00001115,WBGene00001131,WBGene00020114,WBGene00020970",5,none
GO:0030001,metal ion transport,"WBGene00000425,WBGene00000835,WBGene00001651,WBGene00001795,WBGene00001796,WBGene00004876,WBGene00004877,WBGene00004878,WBGene00006486,WBGene00006487,WBGene00006494,WBGene00007591,WBGene00008731,WBGene00009286,WBGene00011329,WBGene00013207,WBGene00014669,WBGene00015940,WBGene00017936,WBGene00018897,WBGene00019077,WBGene00020972,WBGene00021404,WBGene00021936,WBGene00044067",25,none
GO:0030003,intracellular monoatomic cation homeostasis,"WBGene00006486,WBGene00014119,WBGene00021936",3,none
GO:0030007,intracellular potassium ion homeostasis,"WBGene00001137,WBGene00007248,WBGene00007646,WBGene00008074,WBGene00010117,WBGene00013672,WBGene00015338,WBGene00015660",8,none
GO:0030010,establishment of cell polarity,"WBGene00000390,WBGene00000874,WBGene00003228,WBGene00003372,WBGene00003395,WBGene00003916,WBGene00003917,WBGene00003918,WBGene00003919,WBGene00004034,WBGene00004719,WBGene00008748,WBGene00009059,WBGene00012532,WBGene00018987,WBGene00019814",16,none
GO:0030030,cell projection organization,"WBGene00000241,WBGene00000242,WBGene00000244,WBGene00000485,WBGene00000491,WBGene00001117,WBGene00001118,WBGene00001119,WBGene00001121,WBGene00001127,WBGene00003884,WBGene00003892,WBGene00006363,WBGene00006843,WBGene00007490,WBGene00008664,WBGene00010898,WBGene00010974,WBGene00012779,WBGene00015466,WBGene00015478,WBGene00016744,WBGene00017120,WBGene00017860,WBGene00017973,WBGene00018051,WBGene00018727,WBGene00019364,WBGene00021416,WBGene00022696,WBGene00043992,WBGene00249817",32,none
GO:0030031,cell projection assembly,"WBGene00000424,WBGene00001579,WBGene00001580,WBGene00003932,WBGene00004287,WBGene00004727,WBGene00016539,WBGene00019771,WBGene00022177",9,none
